sunday,cable technition,8:00,12:00,150
sunday,cable technition,13:00,17:00,120
sunday,WIFI technition,8:00,12:00,90
sunday,WIFI technition,13:00,17:00,60
sunday,TV technition,8:00,12:00,70
sunday,TV technition,13:00,17:00,50
monday,cable technition,9:00,13:00,180
monday,cable technition,14:00,18:00,90
monday,WIFI technition,9:00,13:00,110
monday,WIFI technition,14:00,18:00,80
monday,TV technition,9:00,13:00,90
monday,TV technition,14:00,18:00,60
tuesday,cable technition,10:00,14:00,200
tuesday,cable technition,15:00,19:00,70
tuesday,WIFI technition,10:00,14:00,130
tuesday,WIFI technition,15:00,19:00,100
tuesday,TV technition,10:00,14:00,80
tuesday,TV technition,15:00,19:00,100
wednesday,cable technition,11:00,15:00,160
wednesday,cable technition,16:00,20:00,110
wednesday,WIFI technition,11:00,15:00,120
wednesday,WIFI technition,16:00,20:00,70
wednesday,TV technition,11:00,15:00,70
wednesday,TV technition,16:00,20:00,120
thursday,cable technition,12:00,16:00,130
thursday,cable technition,17:00,21:00,80
thursday,WIFI technition,12:00,16:00,150
thursday,WIFI technition,17:00,21:00,110
thursday,TV technition,12:00,16:00,110
thursday,TV technition,17:00,21:00,140
friday,cable technition,13:00,17:00,100
friday,cable technition,18:00,22:00,60
friday,WIFI technition,13:00,17:00,140
friday,WIFI technition,18:00,22:00,90
friday,TV technition,13:00,17:00,100
friday,TV technition,18:00,22:00,160
saturday,cable technition,14:00,18:00,140
saturday,cable technition,19:00,23:00,50
saturday,WIFI technition,14:00,18:00,160
saturday,WIFI technition,19:00,23:00,120
saturday,TV technition,14:00,18:00,130
saturday,TV technition,19:00,23:00,150
